antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'85123A'}),frozenset({'20725'}),0.1067342974314699,0.06955536369522987,0.012303043384416144,0.11526794742163801,1.657211483023891,1.0,0.004879100507815416,1.0516682803490487,0.4439627672540054,0.07502467917077987,0.04912982669012328,0.14607462537877866
frozenset({'22457'}),frozenset({'85123A'}),0.05218001295057199,0.1067342974314699,0.014299589898553853,0.27404343329886244,2.567529274971951,1.0,0.00873019287630955,1.2304671429968213,0.6441312859513719,0.09888059701492537,0.1873005259088147,0.20400857205893577
frozenset({'85123A'}),frozenset({'22457'}),0.1067342974314699,0.05218001295057199,0.014299589898553853,0.1339737108190091,2.567529274971951,1.0,0.00873019287630955,1.094447130405002,0.6834702209578257,0.09888059701492537,0.08629665863352558,0.20400857205893577
frozenset({'22470'}),frozenset({'85123A'}),0.04322253399525146,0.1067342974314699,0.01570256853011008,0.36329588014981273,3.4037407739819665,1.0,0.011089241730919092,1.402952603445868,0.738108514006862,0.11696141479099681,0.28721754566487434,0.2552070907321359
frozenset({'85123A'}),frozenset({'22470'}),0.1067342974314699,0.04322253399525146,0.01570256853011008,0.14711830131445905,3.4037407739819665,1.0,0.011089241730919092,1.121817325285947,0.7905885019847572,0.11696141479099681,0.10858927076642914,0.2552070907321359
frozenset({'22469'}),frozenset({'85123A'}),0.05185624865098209,0.1067342974314699,0.014623354198143751,0.28199791883454733,2.642055324490309,1.0,0.00908851393094957,1.2440990437222572,0.6554984825928164,0.10157421289355321,0.19620547492097568,0.20950249834548398
frozenset({'85123A'}),frozenset({'22469'}),0.1067342974314699,0.05185624865098209,0.014623354198143751,0.13700707785642063,2.642055324490309,1.0,0.00908851393094957,1.098669209237468,0.6957692302548252,0.10157421289355321,0.08980793163935956,0.20950249834548398
frozenset({'85123A'}),frozenset({'85099B'}),0.1067342974314699,0.08633714655730629,0.01359810058277574,0.12740141557128412,1.4756268958543983,1.0,0.004382965902743802,1.047059747456343,0.36083543803732265,0.07576668671076368,0.04494466296757838,0.14245070778564206
frozenset({'85099B'}),frozenset({'85123A'}),0.08633714655730629,0.1067342974314699,0.01359810058277574,0.15749999999999997,1.475626895854398,1.0,0.004382965902743802,1.0602560267875727,0.35277993392805573,0.07576668671076368,0.0568315814908783,0.14245070778564206
frozenset({'22197'}),frozenset({'85123A'}),0.0558493416792575,0.1067342974314699,0.010360457586876754,0.1855072463768116,1.7380284579651528,1.0,0.004399417340731095,1.0967141188118963,0.4497538863805223,0.06806097128677774,0.08818535035973617,0.14128749578699024
frozenset({'85123A'}),frozenset({'22197'}),0.1067342974314699,0.0558493416792575,0.010360457586876754,0.09706774519716886,1.738028457965153,1.0,0.004399417340731095,1.045649497289154,0.4753741542829527,0.06806097128677774,0.04365659564462098,0.14128749578699024
frozenset({'22384'}),frozenset({'85123A'}),0.050237427153032595,0.1067342974314699,0.010738182603064968,0.2137486573576799,2.0026239222206894,1.0,0.005376126111121386,1.1361070616001387,0.5271371344535871,0.07343173431734318,0.119801263631299,0.1571776653825811
frozenset({'85123A'}),frozenset({'22384'}),0.1067342974314699,0.050237427153032595,0.010738182603064968,0.1006066734074823,2.0026239222206894,1.0,0.005376126111121386,1.0560035801525023,0.5604772685464291,0.07343173431734318,0.05303351352692813,0.1571776653825811
frozenset({'22382'}),frozenset({'85123A'}),0.053313187999136626,0.1067342974314699,0.010090654003885171,0.18927125506072875,1.7732936798712968,1.0,0.004400308338965451,1.1018058853154904,0.4606355662523683,0.06729039222741993,0.09239911192372993,0.141905597196694
frozenset({'85123A'}),frozenset({'22382'}),0.1067342974314699,0.053313187999136626,0.010090654003885171,0.09453993933265924,1.7732936798712966,1.0,0.004400308338965451,1.0455312753421038,0.48818354321200613,0.06729039222741993,0.043548458487964035,0.141905597196694
frozenset({'22804'}),frozenset({'85123A'}),0.022069933088711417,0.1067342974314699,0.01629613641269156,0.7383863080684597,6.9179853696282585,1.0,0.013940517610108397,3.4144455359862516,0.8747550312014334,0.14484412470023983,0.707126680024447,0.44553289114241995
frozenset({'85123A'}),frozenset({'22804'}),0.1067342974314699,0.022069933088711417,0.01629613641269156,0.15267947421638017,6.9179853696282585,1.0,0.013940517610108397,1.1541441959132033,0.9576649408278106,0.14484412470023983,0.13355713823196808,0.44553289114241995
frozenset({'20727'}),frozenset({'85123A'}),0.05676667386142888,0.1067342974314699,0.010144614720483489,0.17870722433460076,1.6743186457880794,1.0,0.00408566366836249,1.0876337026644602,0.4269803787915672,0.0661505981703026,0.0805728090714523,0.13687636242008097
frozenset({'85123A'}),frozenset({'20727'}),0.1067342974314699,0.05676667386142888,0.010144614720483489,0.09504550050556118,1.6743186457880797,1.0,0.00408566366836249,1.042299172682734,0.4508648677828075,0.0661505981703026,0.04058256380829861,0.13687636242008097
frozenset({'22383'}),frozenset({'85123A'}),0.056281027412044035,0.1067342974314699,0.011115907619253183,0.19750719079578138,1.850456653097786,1.0,0.005108791699707365,1.1131136532604264,0.48700181584319013,0.07317939609236233,0.1016191409826882,0.15082639620678856
frozenset({'85123A'}),frozenset({'22383'}),0.1067342974314699,0.056281027412044035,0.011115907619253183,0.10414560161779575,1.850456653097786,1.0,0.005108791699707365,1.053428966015224,0.5145085633249699,0.07317939609236233,0.050719097099948006,0.15082639620678856
frozenset({'85123A'}),frozenset({'20728'}),0.1067342974314699,0.052126052233973666,0.010036693287286855,0.09403437815975732,1.8039804307004377,1.0,0.004473055724217574,1.0462581856479911,0.4989223927946466,0.0674401740391588,0.044212973702415045,0.1432904810053445
frozenset({'20728'}),frozenset({'85123A'}),0.052126052233973666,0.1067342974314699,0.010036693287286855,0.19254658385093168,1.8039804307004377,1.0,0.004473055724217574,1.1062752162579488,0.47017882786761817,0.0674401740391588,0.09606580233934191,0.1432904810053445
frozenset({'85123A'}),frozenset({'22423'}),0.1067342974314699,0.09189510036693287,0.012626807684006043,0.11830131445904954,1.2873517084880248,1.0,0.0028184487089470515,1.0299492496985132,0.24988253929899445,0.06788511749347258,0.029078374208515428,0.12785294730586066
frozenset({'22423'}),frozenset({'85123A'}),0.09189510036693287,0.1067342974314699,0.012626807684006043,0.13740458015267176,1.2873517084880248,1.0,0.0028184487089470515,1.0355558144821013,0.24579924865146793,0.06788511749347258,0.03433500539986185,0.12785294730586066
frozenset({'47566'}),frozenset({'85123A'}),0.07441182818907835,0.1067342974314699,0.015055039930930283,0.20232052211747645,1.8955530413958914,1.0,0.007112745728577759,1.1198303671290937,0.5104316266400205,0.09064327485380118,0.10700760637193872,0.17168604467855622
frozenset({'85123A'}),frozenset({'47566'}),0.1067342974314699,0.07441182818907835,0.015055039930930283,0.141051567239636,1.8955530413958914,1.0,0.007112745728577759,1.0775829333972944,0.5289013949351379,0.09064327485380118,0.07199718090625164,0.17168604467855622
frozenset({'22720'}),frozenset({'85123A'}),0.06183898122167062,0.1067342974314699,0.010630261169868337,0.17190226876090753,1.6105626110602316,1.0,0.004029920955295463,1.0786959906675821,0.40408730754250605,0.06730440724291084,0.07295474475517327,0.13574890991129301
frozenset({'85123A'}),frozenset({'22720'}),0.1067342974314699,0.06183898122167062,0.010630261169868337,0.09959555106167847,1.6105626110602318,1.0,0.004029920955295463,1.041932900136741,0.4243966370021754,0.06730440724291084,0.040245298071725846,0.13574890991129301
frozenset({'22866'}),frozenset({'22633'}),0.025415497517807036,0.023796676019857545,0.01025253615368012,0.4033970276008492,16.951822484124573,1.0,0.009647731793365373,1.636269628450701,0.9655492060531706,0.2631578947368421,0.3888537789784389,0.4171180149342114
frozenset({'22633'}),frozenset({'22866'}),0.023796676019857545,0.025415497517807036,0.01025253615368012,0.43083900226757366,16.951822484124577,1.0,0.009647731793365373,1.7123177912137333,0.9639480520991828,0.2631578947368421,0.41599625657619593,0.4171180149342114
frozenset({'22865'}),frozenset({'22633'}),0.030865529894236996,0.023796676019857545,0.011277789769048132,0.36538461538461536,15.354439211582067,1.0,0.010543292753973747,1.5382597832414366,0.9646465830500528,0.25995024875621886,0.3499147472393838,0.4196537589394732
frozenset({'22633'}),frozenset({'22865'}),0.023796676019857545,0.030865529894236996,0.011277789769048132,0.473922902494331,15.354439211582067,1.0,0.010543292753973747,1.8421909539510408,0.957661413497261,0.25995024875621886,0.4571681085203197,0.4196537589394732
frozenset({'22865'}),frozenset({'22632'}),0.030865529894236996,0.019371897258795595,0.010144614720483489,0.3286713286713287,16.966398504002964,1.0,0.009546690846534046,1.4607272780415859,0.9710313699474009,0.253028263795424,0.31540951207489487,0.42617410444708503
frozenset({'22632'}),frozenset({'22865'}),0.019371897258795595,0.030865529894236996,0.010144614720483489,0.5236768802228413,16.966398504002964,1.0,0.009546690846534046,2.0346156419179473,0.9596502175895736,0.253028263795424,0.5085066784125665,0.42617410444708503
frozenset({'22748'}),frozenset({'22745'}),0.018670407943017484,0.01705158644506799,0.013706022015972373,0.7341040462427746,43.05194995244019,1.0,0.013387661940967325,3.696740772717462,0.9953559500212589,0.6225490196078433,0.7294914462544521,0.7689507572986025
frozenset({'22745'}),frozenset({'22748'}),0.01705158644506799,0.018670407943017484,0.013706022015972373,0.8037974683544304,43.05194995244019,1.0,0.013387661940967325,5.001615340161397,0.993716694504096,0.6225490196078433,0.8000645927386069,0.7689507572986025
frozenset({'22748'}),frozenset({'22746'}),0.018670407943017484,0.01359810058277574,0.011601554068638031,0.6213872832369942,45.69662354344435,1.0,0.011347671983507425,2.6053057801401494,0.9967258228281914,0.5613577023498695,0.616167895675491,0.7372809432057987
frozenset({'22746'}),frozenset({'22748'}),0.01359810058277574,0.018670407943017484,0.011601554068638031,0.8531746031746031,45.69662354344435,1.0,0.011347671983507425,6.683650194550258,0.9916004274591624,0.5613577023498695,0.850381158365322,0.7372809432057987
frozenset({'21754'}),frozenset({'21755'}),0.03728685516943665,0.029948197712065618,0.014839197064537017,0.3979739507959479,13.288744605676587,1.0,0.013722522953861572,1.611312008127314,0.960564786931022,0.2832131822863027,0.37938773188799607,0.44673472314572166
frozenset({'21755'}),frozenset({'21754'}),0.029948197712065618,0.03728685516943665,0.014839197064537017,0.49549549549549543,13.288744605676586,1.0,0.013722522953861572,1.9082349835034378,0.9532979008531103,0.2832131822863027,0.47595552505591177,0.44673472314572166
frozenset({'22750'}),frozenset({'22749'}),0.02039715087416361,0.021638247355924886,0.01284265055039931,0.6296296296296297,29.097995751362337,1.0,0.012401291954428038,2.641576732139003,0.9857396522561872,0.4399260628465805,0.6214382161103247,0.6115729195529694
frozenset({'22749'}),frozenset({'22750'}),0.021638247355924886,0.02039715087416361,0.01284265055039931,0.5935162094763092,29.097995751362337,1.0,0.012401291954428038,2.4099432055181618,0.9869901079399274,0.4399260628465805,0.5850524619375874,0.6115729195529694
frozenset({'84879'}),frozenset({'22423'}),0.07419598532268508,0.09189510036693287,0.012464925534211094,0.168,1.8281714621256608,1.0,0.005646678016159471,1.091472235135898,0.48931020796731595,0.08113804004214963,0.0838062867668905,0.15182149148561364
frozenset({'22423'}),frozenset({'84879'}),0.09189510036693287,0.07419598532268508,0.012464925534211094,0.13564298297122726,1.8281714621256608,1.0,0.005646678016159471,1.071089834915399,0.4988469450410149,0.08113804004214963,0.06637149620695831,0.15182149148561364
frozenset({'84879'}),frozenset({'21136'}),0.07419598532268508,0.018994172242607382,0.013759982732570689,0.18545454545454548,9.763760330578513,1.0,0.01235069140764164,1.204359833184299,0.9695145295980491,0.17323369565217392,0.1696833683368337,0.45494318181818183
frozenset({'21136'}),frozenset({'84879'}),0.018994172242607382,0.07419598532268508,0.013759982732570689,0.7244318181818181,9.763760330578512,1.0,0.01235069140764164,3.3596186924372655,0.914959339071162,0.17323369565217392,0.7023471734304046,0.45494318181818183
frozenset({'84879'}),frozenset({'47566'}),0.07419598532268508,0.07441182818907835,0.01041441830347507,0.14036363636363636,1.8863081284198036,1.0,0.004893359391324049,1.0767205890355476,0.507519853978844,0.07536118703631392,0.07125394444650551,0.14016006328696684
frozenset({'47566'}),frozenset({'84879'}),0.07441182818907835,0.07419598532268508,0.01041441830347507,0.13995649021029732,1.8863081284198038,1.0,0.004893359391324049,1.0764618349409927,0.5076382052536015,0.07536118703631392,0.07103069747492162,0.14016006328696684
frozenset({'22745'}),frozenset({'22746'}),0.01705158644506799,0.01359810058277574,0.011061946902654867,0.6487341772151899,47.70770544504722,1.0,0.010830077715078937,2.8081351370796654,0.9960227942200371,0.5647382920110193,0.643891781846384,0.7311131203536267
frozenset({'22746'}),frozenset({'22745'}),0.01359810058277574,0.01705158644506799,0.011061946902654867,0.8134920634920635,47.70770544504722,1.0,0.010830077715078937,5.270276600337082,0.992535624699792,0.5647382920110193,0.8102566381551889,0.7311131203536267
frozenset({'22961'}),frozenset({'22960'}),0.04683790200733866,0.04737750917332182,0.01661990071228146,0.3548387096774194,7.489602468954369,1.0,0.014400837580269624,1.4765648607813513,0.9090600296442687,0.2141863699582754,0.3227524055591897,0.35281798809611287
frozenset({'22960'}),frozenset({'22961'}),0.04737750917332182,0.04683790200733866,0.01661990071228146,0.3507972665148064,7.489602468954369,1.0,0.014400837580269624,1.4682040737500996,0.9095749611213529,0.2141863699582754,0.31889577349707837,0.35281798809611287
frozenset({'22960'}),frozenset({'22666'}),0.04737750917332182,0.044679473343406,0.010144614720483489,0.214123006833713,4.792424592563248,1.0,0.008027812562297083,1.2156107571079557,0.830693544227214,0.1238471673254282,0.1773682536512861,0.22058807346516568
frozenset({'22666'}),frozenset({'22960'}),0.044679473343406,0.04737750917332182,0.010144614720483489,0.22705314009661837,4.792424592563248,1.0,0.008027812562297083,1.2324553475070148,0.8283474824778149,0.1238471673254282,0.18861157767477807,0.22058807346516568
frozenset({'22720'}),frozenset({'22960'}),0.06183898122167062,0.04737750917332182,0.013058493416792575,0.2111692844677138,4.4571630748925655,1.0,0.010128716516694,1.207638688592227,0.8267685693723362,0.1358024691358025,0.1719377580013409,0.24339785407895942
frozenset({'22960'}),frozenset({'22720'}),0.04737750917332182,0.06183898122167062,0.013058493416792575,0.275626423690205,4.4571630748925655,1.0,0.010128716516694,1.2951342366153666,0.8142176473947796,0.1358024691358025,0.2278792639955642,0.24339785407895942
frozenset({'22993'}),frozenset({'22960'}),0.04672998057414202,0.04737750917332182,0.010036693287286855,0.21478060046189376,4.533387343689995,1.0,0.007822743203966292,1.2131927603763284,0.817621845742201,0.11938382541720155,0.1757286783595681,0.21331285148379425
frozenset({'22960'}),frozenset({'22993'}),0.04737750917332182,0.04672998057414202,0.010036693287286855,0.21184510250569477,4.533387343689995,1.0,0.007822743203966292,1.209495776092346,0.8181776099966989,0.11938382541720155,0.1732091837221519,0.21331285148379425
frozenset({'POST'}),frozenset({'22326'}),0.05930282754154975,0.03210662637599827,0.01284265055039931,0.21656050955414013,6.745040946314832,1.0,0.010938636823482511,1.2354411354387664,0.9054379624849422,0.16346153846153846,0.19057252400386493,0.3082802547770701
frozenset({'22326'}),frozenset({'POST'}),0.03210662637599827,0.05930282754154975,0.01284265055039931,0.4,6.745040946314832,1.0,0.010938636823482511,1.567828620764084,0.8799966549590231,0.16346153846153846,0.36217518499397694,0.3082802547770701
frozenset({'22328'}),frozenset({'22326'}),0.024714008202028924,0.03210662637599827,0.014137707748758903,0.5720524017467249,17.81726909104253,1.0,0.013344224321163004,2.261710026121392,0.9677927130786327,0.33122629582806573,0.5578566710804653,0.5061942681002531
frozenset({'22326'}),frozenset({'22328'}),0.03210662637599827,0.024714008202028924,0.014137707748758903,0.4403361344537815,17.81726909104253,1.0,0.013344224321163004,1.7426281234828611,0.9751845624231034,0.33122629582806573,0.4261541022295828,0.5061942681002531
frozenset({'22728'}),frozenset({'22727'}),0.03307791927476797,0.047323548456723506,0.021368443772933305,0.6460032626427407,13.650778179356065,1.0,0.019803079257286235,2.691201220258196,0.9584475538351314,0.36197440585009133,0.628418717830375,0.5487713006486223
frozenset({'22727'}),frozenset({'22728'}),0.047323548456723506,0.03307791927476797,0.021368443772933305,0.451539338654504,13.650778179356065,1.0,0.019803079257286235,1.7629743550852983,0.9727794798737874,0.36197440585009133,0.4327767745937423,0.5487713006486223
frozenset({'22727'}),frozenset({'22726'}),0.047323548456723506,0.04257500539607166,0.028599179797107705,0.6043329532497149,14.194547895594065,1.0,0.026584379466201444,2.419774409993214,0.9757251941029053,0.4665492957746479,0.5867383356604698,0.6380346642040716
frozenset({'22726'}),frozenset({'22727'}),0.04257500539607166,0.047323548456723506,0.028599179797107705,0.6717363751584283,14.194547895594063,1.0,0.026584379466201444,2.9021688041221814,0.9708858874985511,0.4665492957746479,0.6554301050374395,0.6380346642040716
frozenset({'22730'}),frozenset({'22727'}),0.025253615368012086,0.047323548456723506,0.016943665011871358,0.670940170940171,14.17772320166847,1.0,0.01574857432129578,2.895146618975672,0.9535473306516673,0.3045586808923376,0.6545943499214528,0.5144894697346237
frozenset({'22727'}),frozenset({'22730'}),0.047323548456723506,0.025253615368012086,0.016943665011871358,0.3580387685290764,14.17772320166847,1.0,0.01574857432129578,1.5183882403592424,0.9756374387364327,0.3045586808923376,0.34140691200071105,0.5144894697346237
frozenset({'22727'}),frozenset({'22729'}),0.047323548456723506,0.019371897258795595,0.01327433628318584,0.2805017103762828,14.479826453184605,1.0,0.012357589364560558,1.36293319509356,0.977182124412578,0.24848484848484845,0.2662883231548601,0.48286923958925565
frozenset({'22729'}),frozenset({'22727'}),0.019371897258795595,0.047323548456723506,0.01327433628318584,0.6852367688022285,14.479826453184605,1.0,0.012357589364560558,3.0266446557879325,0.9493286967756598,0.24848484848484845,0.6696011214637723,0.48286923958925565
frozenset({'22727'}),frozenset({'22725'}),0.047323548456723506,0.01737535074465789,0.012195121951219513,0.25769669327252,14.831164968094225,1.0,0.011372858698302128,1.3237508715774733,0.9788994067713775,0.23227132579650567,0.24457084677245142,0.47978002365489353
frozenset({'22725'}),frozenset({'22727'}),0.01737535074465789,0.047323548456723506,0.012195121951219513,0.7018633540372671,14.831164968094223,1.0,0.011372858698302128,3.1954355978847397,0.9490647461037162,0.23227132579650567,0.6870536209016501,0.47978002365489353
frozenset({'20724'}),frozenset({'22661'}),0.039876969566155836,0.018508525793222534,0.010198575437081804,0.2557510148849797,13.81801110159896,1.0,0.00946051151731106,1.3187676353432884,0.9661581437560756,0.2116461366181411,0.2417163014925748,0.4033857115241225
frozenset({'22661'}),frozenset({'20724'}),0.018508525793222534,0.039876969566155836,0.010198575437081804,0.5510204081632653,13.81801110159896,1.0,0.00946051151731106,2.1384558405117438,0.9451235280582688,0.2116461366181411,0.5323728547227354,0.4033857115241225
frozenset({'22728'}),frozenset({'22726'}),0.03307791927476797,0.04257500539607166,0.018508525793222534,0.5595432300163132,13.142528692854647,1.0,0.017100233201608465,2.1737093396007707,0.9555176785980711,0.323890462700661,0.5399568922201611,0.4971353665924405
frozenset({'22726'}),frozenset({'22728'}),0.04257500539607166,0.03307791927476797,0.018508525793222534,0.4347275031685678,13.142528692854647,1.0,0.017100233201608465,1.7105415284578656,0.9649958452797629,0.323890462700661,0.4153898146503654,0.4971353665924405
frozenset({'22730'}),frozenset({'22728'}),0.025253615368012086,0.03307791927476797,0.012626807684006043,0.5,15.115823817292005,1.0,0.011791470633466899,1.933844161450464,0.95803808680248,0.2762691853600944,0.48289525085105195,0.4408646003262643
frozenset({'22728'}),frozenset({'22730'}),0.03307791927476797,0.025253615368012086,0.012626807684006043,0.3817292006525285,15.115823817292005,1.0,0.011791470633466899,1.5765686907108407,0.9657905017021039,0.2762691853600944,0.3657111130697885,0.4408646003262643
frozenset({'21791'}),frozenset({'21790'}),0.026170947550183465,0.03895963738398446,0.013490179149579106,0.5154639175257733,13.230716509124141,1.0,0.01247056852302868,1.9834237271011388,0.9492613730813985,0.26123301985370945,0.49582129812395453,0.43086215266870376
frozenset({'21790'}),frozenset({'21791'}),0.03895963738398446,0.026170947550183465,0.013490179149579106,0.3462603878116343,13.23071650912414,1.0,0.01247056852302868,1.489628338705016,0.9618933183604715,0.26123301985370945,0.32869161117776957,0.43086215266870376
frozenset({'22382'}),frozenset({'22629'}),0.053313187999136626,0.037988344485214764,0.010792143319663286,0.20242914979757087,5.328717335296283,1.0,0.008766863568347067,1.2061770503154923,0.8580848153214775,0.1340482573726542,0.1709343170321171,0.24326002944424
frozenset({'22629'}),frozenset({'22382'}),0.037988344485214764,0.053313187999136626,0.010792143319663286,0.2840909090909091,5.328717335296283,1.0,0.008766863568347067,1.322356181842476,0.8444155261386584,0.1340482573726542,0.2437740952617834,0.24326002944424
frozenset({'22630'}),frozenset({'22629'}),0.03323980142456292,0.037988344485214764,0.022879343837686163,0.6883116883116883,18.119023022432113,1.0,0.021616618810549736,3.0864540614432694,0.9772944601010165,0.47321428571428564,0.6760036015140345,0.6452922077922078
frozenset({'22629'}),frozenset({'22630'}),0.037988344485214764,0.03323980142456292,0.022879343837686163,0.6022727272727272,18.11902302243211,1.0,0.021616618810549736,2.430711356418241,0.9821184399354842,0.47321428571428564,0.5885977998335666,0.6452922077922078
frozenset({'22730'}),frozenset({'22726'}),0.025253615368012086,0.04257500539607166,0.014839197064537017,0.5876068376068376,13.801685569746407,1.0,0.013764024253973583,2.321631593132842,0.951575811256945,0.28004073319755596,0.5692684390762507,0.46807464820772804
frozenset({'22726'}),frozenset({'22730'}),0.04257500539607166,0.025253615368012086,0.014839197064537017,0.3485424588086185,13.801685569746407,1.0,0.013764024253973583,1.4962546643475458,0.9687913799552191,0.28004073319755596,0.3316645729983015,0.46807464820772804
frozenset({'22729'}),frozenset({'22726'}),0.019371897258795595,0.04257500539607166,0.011871357651629614,0.6128133704735377,14.393735591401267,1.0,0.011046599021304246,2.4727739069266934,0.9489074701230097,0.23706896551724138,0.595595862121152,0.44582366876021623
frozenset({'22726'}),frozenset({'22729'}),0.04257500539607166,0.019371897258795595,0.011871357651629614,0.2788339670468948,14.393735591401267,1.0,0.011046599021304246,1.359781323484728,0.9719041568249706,0.23706896551724138,0.26458763425483156,0.44582366876021623
frozenset({'22725'}),frozenset({'22726'}),0.01737535074465789,0.04257500539607166,0.01133175048564645,0.6521739130434783,15.318234418912217,1.0,0.010591994833934002,2.752596859486294,0.9512465678198792,0.23307436182019978,0.6367066987838438,0.4591668044304844
frozenset({'22726'}),frozenset({'22725'}),0.04257500539607166,0.01737535074465789,0.01133175048564645,0.2661596958174905,15.318234418912217,1.0,0.010591994833934002,1.339017009088886,0.9762836048018936,0.23307436182019978,0.25318349713837085,0.4591668044304844
frozenset({'22086'}),frozenset({'22910'}),0.0528815022663501,0.03761061946902655,0.024336283185840708,0.46020408163265303,12.236014405762303,1.0,0.02234737712715055,1.7828763571273232,0.9695450401922598,0.36786296900489385,0.43910860896082565,0.5536314525810324
frozenset({'22910'}),frozenset({'22086'}),0.03761061946902655,0.0528815022663501,0.024336283185840708,0.6470588235294117,12.236014405762303,1.0,0.02234737712715055,2.6835024102453406,0.9541606137064504,0.36786296900489385,0.6273526730655798,0.5536314525810324
frozenset({'82483'}),frozenset({'82494L'}),0.02746600474854306,0.04376214116123462,0.010036693287286855,0.36542239685658157,8.350194646789358,1.0,0.008834722110345973,1.5068887620709954,0.9051018441787942,0.16402116402116404,0.33638100889036565,0.29738444133827846
frozenset({'82494L'}),frozenset({'82483'}),0.04376214116123462,0.02746600474854306,0.010036693287286855,0.22934648581997535,8.350194646789358,1.0,0.008834722110345973,1.2619601122382906,0.9205265243290113,0.16402116402116404,0.2075819272715854,0.29738444133827846
frozenset({'82486'}),frozenset({'82483'}),0.03016404057845888,0.02746600474854306,0.0147852363479387,0.49016100178890876,17.84609761326534,1.0,0.013956750666175504,1.907531590686191,0.9733247478679496,0.345088161209068,0.47576228625379,0.5142357071812913
frozenset({'82483'}),frozenset({'82486'}),0.02746600474854306,0.03016404057845888,0.0147852363479387,0.5383104125736738,17.84609761326534,1.0,0.013956750666175504,2.1006234184917636,0.9706245183060899,0.345088161209068,0.523950846592963,0.5142357071812913
frozenset({'82482'}),frozenset({'82483'}),0.04726958774012519,0.02746600474854306,0.010684221886466653,0.22602739726027396,8.229351131684474,1.0,0.009385915165134701,1.2565483478470152,0.9220695857533194,0.1668070766638585,0.2041691020378071,0.3075127163118659
frozenset({'82483'}),frozenset({'82482'}),0.02746600474854306,0.04726958774012519,0.010684221886466653,0.3889980353634578,8.229351131684474,1.0,0.009385915165134701,1.5592918965925282,0.9032936029551466,0.1668070766638585,0.35868325732643863,0.3075127163118659
frozenset({'82482'}),frozenset({'82494L'}),0.04726958774012519,0.04376214116123462,0.025253615368012086,0.5342465753424657,12.207962434336096,1.0,0.02318499699669536,2.053098932212643,0.9636369709432692,0.38392124692370794,0.5129314109952359,0.555655963380234
frozenset({'82494L'}),frozenset({'82482'}),0.04376214116123462,0.04726958774012519,0.025253615368012086,0.5770653514180024,12.207962434336096,1.0,0.02318499699669536,2.2526657852558554,0.9601023846833903,0.38392124692370794,0.556081507276757,0.555655963380234
